Tree	-lnL	ti/tv ratio	p-inv	Site	-lnL
				652	1.64835561
				653	1.65861885
				654	1.84520127
				655	1.65861885
				656	1.49896537
				657	1.49896537
				658	1.93229067
				659	1.49896537
				660	1.49896537
				661	1.93229067
				662	1.49896537
				663	1.84520127
				664	1.65861885
				665	1.93229067
				666	1.49896537
				667	1.49896537
				668	1.84520127
				669	1.93229067
				670	1.49896537
				671	1.93229067
				672	1.84520127
				673	1.49896537
				674	1.93229067
				675	1.84520127
				676	1.65861885
				677	1.49896537
				678	1.84520127
				679	1.49896537
				680	1.93229067
				681	1.49896537
				682	8.62140646
				683	5.86403197
				684	1.49896537
				685	1.93229067
				686	6.26378800
				687	1.65861885
				688	5.32050085
				689	1.93229067
				690	1.49896537
				691	1.93229067
				692	7.12493536
				693	7.00149289
				694	5.32050085
				695	1.49896537
				696	1.93229067
				697	1.93229067
				698	1.65861885
				699	1.65861885
				700	1.49896537
				701	1.93229067
				702	1.84520127
				703	9.26345842
				704	1.84520127
				705	5.32050085
				706	5.86403197
				707	1.65861885
				708	1.65861885
				709	1.84520127
				710	1.49896537
				711	1.65861885
				712	1.49896537
				713	1.84520127
				714	1.49896537
				715	5.76310297
				716	1.65861885
				717	1.65861885
				718	1.84520127
				719	1.84520127
				720	1.84520127
				721	6.98468077
				722	9.68435043
				723	12.85296160
				724	1.93229067
				725	9.86718148
				726	1.93229067
				727	1.93229067
				728	1.84520127
				729	1.49896537
				730	1.49896537
				731	1.65861885
				732	1.49896537
				733	1.49896537
				734	1.65861885
				735	1.65861885
				736	1.49896537
				737	1.49896537
				738	8.73271982
				739	5.20743924
				740	7.14810715
				741	1.49896537
				742	1.49896537
				743	1.65861885
				744	7.92964149
				745	1.49896537
				746	1.65861885
				747	8.44139838
				748	1.49896537
				749	7.42090860
				750	1.84520127
				751	1.65861885
				752	1.65861885
				753	1.49896537
				754	1.93229067
				755	1.84520127
				756	1.65861885
				757	15.43138160
				758	1.84520127
				759	1.65861885
				760	1.93229067
				761	1.49896537
				762	1.84520127
				763	1.84520127
				764	1.84520127
				765	1.84520127
				766	1.93229067
				767	1.93229067
				768	1.65861885
				769	1.49896537
				770	1.49896537
				771	1.49896537
				772	1.84520127
				773	9.21075607
				774	7.29870311
				775	1.84520127
				776	1.65861885
				777	1.84520127
				778	1.65861885
				779	1.84520127
				780	1.49896537
				781	1.93229067
				782	6.76444318
				783	6.98330820
				784	1.93229067
				785	1.65861885
				786	1.84520127
				787	1.65861885
				788	7.20363085
				789	1.93229067
				790	1.49896537
				791	6.77532999
				792	14.85808468
				793	8.62514885
				794	10.66234095
				795	5.08345262
				796	5.20743924
				797	1.65861885
				798	1.84520127
				799	1.65861885
				800	5.32504235
				801	9.88413546
				802	9.68359986
				803	6.40871742
				804	1.49896537
				805	13.62373956
				806	11.42739313
				807	1.49896537
				808	1.84520127
				809	12.67953904
				810	1.65861885
				811	12.64145430
				812	9.39189422
				813	10.09327569
				814	7.41499867
				815	1.49896537
				816	7.23865419
				817	1.49896537
				818	1.65861885
				819	6.57940724
				820	7.62579781
				821	10.17754231
				822	16.28202501
				823	11.49997141
				824	1.65861885
				825	1.49896537
				826	1.84520127
				827	11.37666113
				828	5.47905497
				829	7.22048737
				830	1.65861885
				831	1.65861885
				832	5.76310297
				833	5.61616897
				834	11.22810905
				835	7.63593666
				836	13.49876185
				837	10.99190277
				838	1.84520127
				839	1.93229067
				840	9.63665558
				841	1.65861885
				842	1.49896537
				843	1.93229067
				844	1.93229067
				845	1.84520127
				846	5.16723448
				847	1.49896537
				848	1.65861885
				849	1.93229067
				850	1.93229067
				851	1.49896537
				852	8.62514885
				853	1.65861885
				854	1.49896537
				855	1.49896537
				856	1.84520127
				857	1.93229067
				858	1.49896537
				859	6.68910182
				860	1.65861885
				861	1.65861885
				862	1.84520127
				863	1.93229067
				864	1.84520127
				865	1.49896537
				866	1.84520127
				867	1.84520127
				868	1.93229067
				869	7.63593666
				870	1.84520127
				871	1.65861885
				872	1.93229067
				873	5.20743924
				874	1.65861885
				875	1.65861885
				876	1.49896537
				877	11.38172325
				878	10.39674998
				879	1.49896537
				880	1.49896537
				881	1.65861885
				882	1.65861885
				883	1.93229067
				884	1.84520127
				885	1.49896537
				886	1.84520127
				887	1.93229067
				888	1.65861885
				889	1.49896537
				890	1.93229067
				891	1.65861885
				892	1.65861885
				893	1.93229067
				894	1.84520127
				895	1.49896537
				896	1.84520127
				897	11.13241028
				898	5.32050085
				899	1.49896537
				900	1.93229067
				901	1.84520127
				902	1.65861885
				903	1.49896537
				904	1.65861885
				905	5.82834437
				906	1.65861885
				907	5.86403197
				908	10.52331328
				909	1.49896537
				910	1.84520127
				911	1.49896537
				912	1.49896537
				913	1.93229067
				914	1.49896537
				915	1.65861885
				916	1.65861885
				917	1.93229067
				918	12.32142224
				919	1.84520127
				920	1.49896537
48	3182.04201250	2.48998276	0.63769633
				1	6.34702640
				2	1.65761318
				3	1.49886615
				4	1.65761318
				5	1.65761318
				6	8.65913897
				7	1.84608618
				8	1.93288165
				9	7.97834298
				10	1.84608618
				11	6.60919606
				12	8.45541148
				13	9.82619475
				14	5.67802498
				15	10.40321973
				16	1.49886615
				17	1.49886615
				18	1.65761318
				19	15.40299252
				20	11.17720318
				21	7.11631043
				22	1.49886615
				23	1.49886615
				24	1.65761318
				25	1.65761318
				26	1.65761318
				27	1.84608618
				28	7.12808639
				29	9.30144284
				30	12.56826563
				31	1.93288165
				32	1.49886615
				33	1.84608618
				34	1.93288165
				35	1.65761318
				36	1.65761318
				37	1.93288165
				38	5.28527871
				39	1.84608618
				40	1.84608618
				41	7.19153916
				42	8.10735656
				43	7.19994812
				44	1.93288165
				45	1.65761318
				46	13.23507881
				47	1.49886615
				48	7.59755930
				49	1.49886615
				50	1.84608618
				51	1.93288165
				52	10.52710431
				53	1.49886615
				54	1.84608618
				55	5.12180037
				56	6.71795547
				57	1.84608618
				58	1.93288165
				59	1.49886615
				60	1.65761318
				61	1.93288165
				62	1.93288165
				63	1.65761318
				64	1.49886615
				65	1.84608618
				66	1.93288165
				67	11.75487176
				68	1.49886615
				69	1.93288165
				70	1.93288165
				71	1.49886615
				72	1.49886615
				73	1.93288165
				74	1.49886615
				75	1.49886615
				76	7.64995143
				77	1.65761318
				78	1.65761318
				79	1.49886615
				80	1.84608618
				81	8.79952339
				82	1.93288165
				83	7.36362721
				84	1.84608618
				85	1.84608618
				86	1.65761318
				87	1.65761318
				88	1.49886615
				89	1.49886615
				90	1.84608618
				91	9.73655266
				92	1.65761318
				93	9.12121510
				94	6.65870338
				95	1.65761318
				96	1.84608618
				97	1.93288165
				98	1.49886615
				99	6.39795395
				100	1.93288165
				101	7.19153916
				102	7.64995143
				103	1.49886615
				104	1.65761318
				105	1.49886615
				106	1.65761318
				107	1.49886615
				108	1.49886615
				109	1.65761318
				110	1.93288165
				111	1.49886615
				112	1.65761318
				113	1.93288165
				114	1.84608618
				115	1.65761318
				116	1.49886615
				117	5.62125155
				118	1.84608618
				119	1.65761318
				120	1.84608618
				121	1.65761318
				122	1.84608618
				123	1.93288165
				124	1.49886615
				125	1.49886615
				126	5.09932501
				127	1.65761318
				128	5.64736299
				129	1.93288165
				130	1.49886615
				131	1.65761318
				132	1.49886615
				133	1.65761318
				134	1.80850052
				135	1.65761318
				136	1.84608618
				137	1.49886615
				138	1.49886615
				139	8.29532143
				140	6.74970357
				141	1.84608618
				142	1.65761318
				143	1.49886615
				144	1.65761318
				145	1.84608618
				146	1.93288165
				147	8.66440569
				148	8.44101837
				149	1.93288165
				150	1.65761318
				151	1.84608618
				152	1.49886615
				153	1.49886615
				154	7.75780743
				155	1.65761318
				156	1.49886615
				157	1.49886615
				158	1.84608618
				159	1.65761318
				160	1.49886615
				161	1.84608618
				162	1.65761318
				163	1.49886615
				164	1.93288165
				165	1.49886615
				166	8.30681228
				167	1.49886615
				168	1.49886615
				169	1.65761318
				170	1.65761318
				171	1.93288165
				172	1.93288165
				173	1.93288165
				174	1.93288165
				175	5.94507454
				176	5.62125155
				177	1.49886615
				178	1.84608618
				179	1.65761318
				180	1.65761318
				181	1.93288165
				182	1.49886615
				183	1.49886615
				184	1.49886615
				185	1.84608618
				186	1.49886615
				187	9.98038176
				188	1.65761318
				189	1.65761318
				190	9.79333907
				191	1.65761318
				192	1.84608618
				193	5.09932501
				194	1.49886615
				195	1.65761318
				196	1.49886615
				197	1.84608618
				198	1.65761318
				199	1.65761318
				200	5.67802498
				201	6.39795395
				202	1.84608618
				203	1.84608618
				204	1.49886615
				205	1.84608618
				206	1.49886615
				207	1.93288165
				208	1.49886615
				209	9.56212694
				210	6.34702640
				211	1.49886615
				212	1.49886615
				213	8.60213228
				214	13.19316025
				215	1.49886615
				216	1.65761318
				217	11.81493595
				218	6.78956257
				219	1.49886615
				220	1.49886615
				221	1.49886615
				222	11.28804425
				223	8.94924789
				224	13.15106301
				225	8.74089670
				226	10.16509991
				227	8.04609415
				228	1.65761318
				229	1.84608618
				230	1.93288165
				231	1.93288165
				232	1.93288165
				233	1.93288165
				234	5.62125155
				235	8.50498387
				236	1.84608618
				237	7.19994812
				238	5.12180037
				239	6.34702640
				240	1.49886615
				241	1.65761318
				242	5.26096389
				243	1.49886615
				244	1.65761318
				245	1.93288165
				246	1.49886615
				247	1.65761318
				248	1.84608618
				249	1.49886615
				250	6.73691912
				251	1.93288165
				252	1.65761318
				253	7.12699489
				254	5.64736299
				255	1.93288165
				256	1.49886615
				257	8.04609415
				258	5.09932501
				259	1.49886615
				260	1.65761318
				261	1.65761318
				262	1.93288165
				263	1.65761318
				264	1.65761318
				265	1.49886615
				266	1.84608618
				267	6.94769489
				268	6.01643251
				269	1.84608618
				270	1.49886615
				271	1.49886615
				272	1.84608618
				273	1.93288165
				274	1.65761318
				275	1.65761318
				276	7.14784695
				277	1.93288165
				278	1.84608618
				279	8.67989928
				280	1.49886615
				281	1.65761318
				282	1.65761318
				283	13.51204091
				284	13.53166220
				285	10.71119592
				286	7.15652121
				287	5.25249671
				288	6.39795395
				289	5.12180037
				290	1.49886615
				291	1.84608618
				292	1.93288165
				293	8.66440569
				294	1.65761318
				295	1.65761318
				296	1.84608618
				297	5.64736299
				298	9.14331472
				299	5.67802498
				300	6.36706638
				301	9.62095522
				302	6.74473158
				303	9.80231669
				304	12.68367527
				305	5.09932501
				306	1.49886615
				307	1.84608618
				308	6.61008850
				309	11.69547779
				310	1.93288165
				311	7.75780743
				312	5.12180037
				313	1.65761318
				314	1.84608618
				315	1.93288165
				316	10.88493716
				317	1.49886615
				318	1.65761318
				319	1.49886615
				320	1.93288165
				321	5.26096389
				322	8.65913897
				323	1.49886615
				324	1.49886615
				325	1.93288165
				326	1.65761318
				327	1.49886615
				328	5.09932501
				329	1.49886615
				330	1.49886615
				331	8.65913897
				332	5.28527871
				333	5.12180037
				334	6.94769489
				335	1.49886615
				336	1.49886615
				337	1.49886615
				338	1.65761318
				339	1.65761318
				340	1.93288165
				341	1.93288165
				342	1.49886615
				343	1.93288165
				344	1.49886615
				345	13.23507881
				346	1.65761318
				347	1.49886615
				348	1.84608618
				349	1.49886615
				350	1.49886615
				351	1.93288165
				352	1.49886615
				353	1.65761318
				354	1.65761318
				355	1.65761318
				356	1.93288165
				357	1.49886615
				358	1.84608618
				359	6.87428683
				360	1.93288165
				361	9.07824918
				362	1.49886615
				363	1.65761318
				364	9.64128464
				365	1.65761318
				366	1.93288165
				367	10.15916381
				368	9.94742526
				369	1.49886615
				370	8.44215356
				371	1.65761318
				372	5.58026924
				373	1.49886615
				374	1.65761318
				375	6.96026711
				376	1.84608618
				377	1.65761318
				378	1.84608618
				379	1.84608618
				380	1.65761318
				381	6.60955659
				382	9.08955111
				383	1.49886615
				384	1.49886615
				385	1.84608618
				386	1.49886615
				387	1.65761318
				388	1.65761318
				389	7.54480998
				390	1.49886615
				391	1.83830528
				392	6.60955659
				393	1.84608618
				394	6.70516789
				395	5.64736299
				396	1.93288165
				397	15.32797690
				398	1.84608618
				399	1.93288165
				400	5.12180037
				401	1.49886615
				402	1.49886615
				403	1.84608618
				404	1.84608618
				405	7.59755930
				406	9.90004114
				407	14.16619161
				408	1.65761318
				409	1.84608618
				410	1.93288165
				411	1.49886615
				412	1.65761318
				413	1.84608618
				414	6.34192188
				415	1.84608618
				416	1.93288165
				417	11.24682051
				418	1.65761318
				419	6.72485633
				420	5.25249671
				421	5.12180037
				422	1.65761318
				423	1.84608618
				424	1.49886615
				425	1.65761318
				426	1.65761318
				427	1.65761318
				428	1.49886615
				429	1.84608618
				430	1.93288165
				431	6.48824421
				432	5.12180037
				433	1.49886615
				434	1.49886615
				435	1.49886615
				436	1.65761318
				437	1.49886615
				438	1.84608618
				439	12.09870729
				440	1.65761318
				441	1.65761318
				442	8.31643856
				443	6.47333246
				444	1.49886615
				445	1.49886615
				446	1.65761318
				447	1.93288165
				448	1.93288165
				449	1.65761318
				450	1.49886615
				451	1.65761318
				452	8.72565392
				453	1.65761318
				454	1.84608618
				455	1.84608618
				456	1.84608618
				457	7.22364423
				458	6.65758751
				459	1.49886615
				460	1.93288165
				461	1.65761318
				462	1.49886615
				463	1.93288165
				464	1.84608618
				465	5.64736299
				466	6.01643251
				467	5.28527871
				468	1.49886615
				469	1.84608618
				470	5.62125155
				471	1.49886615
				472	1.93288165
				473	1.65761318
				474	1.65761318
				475	1.65761318
				476	1.84608618
				477	9.31896019
				478	1.65761318
				479	1.93288165
				480	1.49886615
				481	5.09128480
				482	1.65761318
				483	8.54829538
				484	1.65761318
				485	1.84608618
				486	1.93288165
				487	1.65761318
				488	9.36660188
				489	5.09932501
				490	10.34677759
				491	1.49886615
				492	9.67759589
				493	5.68688086
				494	1.49886615
				495	1.84608618
				496	5.26096389
				497	6.69244141
				498	1.93288165
				499	6.78956257
				500	5.62125155
				501	5.67802498
				502	5.09932501
				503	1.93288165
				504	1.65761318
				505	1.49886615
				506	5.64736299
				507	5.67802498
				508	1.65761318
				509	1.65761318
				510	1.84608618
				511	5.12180037
				512	1.84608618
				513	1.49886615
				514	1.93288165
				515	8.52096361
				516	1.65761318
				517	1.65761318
				518	1.49886615
				519	1.93288165
				520	8.43933236
				521	1.93288165
				522	5.61265908
				523	1.84608618
				524	1.84608618
				525	1.49886615
				526	1.84608618
				527	1.84608618
				528	1.93288165
				529	1.49886615
				530	1.49886615
				531	1.49886615
				532	5.09932501
				533	1.65761318
				534	1.49886615
				535	1.93288165
				536	1.65761318
				537	8.89834179
				538	1.49886615
				539	7.00079388
				540	6.84567539
				541	5.64736299
				542	1.49886615
				543	1.84608618
				544	1.65761318
				545	6.99528719
				546	5.12180037
				547	7.02591064
				548	9.31218716
				549	6.70516789
				550	1.49886615
				551	1.65761318
				552	1.65761318
				553	1.65761318
				554	1.84608618
				555	1.93288165
				556	1.84608618
				557	1.65761318
				558	1.65761318
				559	1.65761318
				560	1.49886615
				561	1.49886615
				562	1.65761318
				563	1.65761318
				564	1.93288165
				565	1.93288165
				566	1.49886615
				567	1.65761318
				568	1.84608618
				569	1.49886615
				570	1.49886615
				571	1.49886615
				572	5.40489451
				573	1.47164486
				574	1.81872263
				575	1.84608618
				576	1.84608618
				577	1.49886615
				578	1.84608618
				579	1.65761318
				580	1.84608618
				581	1.65761318
				582	1.65761318
				583	1.49886615
				584	1.84608618
				585	1.49886615
				586	1.49886615
				587	1.93288165
				588	1.49886615
				589	1.49886615
				590	1.65761318
				591	7.12808639
				592	7.41430090
				593	1.65761318
				594	1.93288165
				595	1.49886615
				596	1.93288165
				597	1.49886615
				598	1.49886615
				599	7.25681794
				600	1.93288165
				601	1.93288165
				602	1.65761318
				603	1.65761318
				604	1.93288165
				605	1.93288165
				606	1.84608618
				607	1.49886615
				608	1.65761318
				609	1.93288165
				610	5.40489451
				611	1.84608618
				612	1.65761318
				613	1.65761318
				614	8.89376206
				615	5.12180037
				616	1.84608618
				617	1.49886615
				618	1.65761318
				619	1.65761318
				620	1.49886615
				621	1.65761318
				622	1.65761318
				623	1.84608618
				624	1.84608618
				625	1.93288165
				626	1.93288165
				627	1.65761318
				628	1.84608618
				629	1.84608618
				630	1.65761318
				631	1.49886615
				632	1.49886615
				633	5.12180037
				634	9.14331472
				635	1.93288165
				636	1.93288165
				637	1.49886615
				638	1.65761318
				639	1.84608618
				640	1.65761318
				641	1.64990696
				642	7.83653306
				643	5.12966260
				644	7.25108756
				645	6.54814755
				646	7.25108756
				647	5.54822793
				648	8.87638319
				649	1.49051367
				650	1.64990696
				651	1.64990696
				652	1.64990696
				653	1.65761318
				654	1.84608618
				655	1.65761318
				656	1.49886615
				657	1.49886615
				658	1.93288165
				659	1.49886615
				660	1.49886615
				661	1.93288165
				662	1.49886615
				663	1.84608618
				664	1.65761318
				665	1.93288165
				666	1.49886615
				667	1.49886615
				668	1.84608618
				669	1.93288165
				670	1.49886615
				671	1.93288165
				672	1.84608618
				673	1.49886615
				674	1.93288165
				675	1.84608618
				676	1.65761318
				677	1.49886615
				678	1.84608618
				679	1.49886615
				680	1.93288165
				681	1.49886615
				682	8.68636147
				683	5.94507454
				684	1.49886615
				685	1.93288165
				686	6.44722238
				687	1.65761318
				688	5.40489451
				689	1.93288165
				690	1.49886615
				691	1.93288165
				692	7.25681794
				693	7.12808639
				694	5.40489451
				695	1.49886615
				696	1.93288165
				697	1.93288165
				698	1.65761318
				699	1.65761318
				700	1.49886615
				701	1.93288165
				702	1.84608618
				703	9.29653436
				704	1.84608618
				705	5.40489451
				706	5.94507454
				707	1.65761318
				708	1.65761318
				709	1.84608618
				710	1.49886615
				711	1.65761318
				712	1.49886615
				713	1.84608618
				714	1.49886615
				715	5.62125155
				716	1.65761318
				717	1.65761318
				718	1.84608618
				719	1.84608618
				720	1.84608618
				721	6.84567539
				722	8.76290572
				723	12.81975207
				724	1.93288165
				725	10.05637749
				726	1.93288165
				727	1.93288165
				728	1.84608618
				729	1.49886615
				730	1.49886615
				731	1.65761318
				732	1.49886615
				733	1.49886615
				734	1.65761318
				735	1.65761318
				736	1.49886615
				737	1.49886615
				738	8.86616142
				739	5.09932501
				740	7.02591064
				741	1.49886615
				742	1.49886615
				743	1.65761318
				744	8.54575407
				745	1.49886615
				746	1.65761318
				747	8.56737971
				748	1.49886615
				749	7.50750481
				750	1.84608618
				751	1.65761318
				752	1.65761318
				753	1.49886615
				754	1.93288165
				755	1.84608618
				756	1.65761318
				757	16.59810367
				758	1.84608618
				759	1.65761318
				760	1.93288165
				761	1.49886615
				762	1.84608618
				763	1.84608618
				764	1.84608618
				765	1.84608618
				766	1.93288165
				767	1.93288165
				768	1.65761318
				769	1.49886615
				770	1.49886615
				771	1.49886615
				772	1.84608618
				773	12.00484317
				774	7.44184296
				775	1.84608618
				776	1.65761318
				777	1.84608618
				778	1.65761318
				779	1.84608618
				780	1.49886615
				781	1.93288165
				782	6.60482136
				783	7.10809593
				784	1.93288165
				785	1.65761318
				786	1.84608618
				787	1.65761318
				788	7.03848285
				789	1.93288165
				790	1.49886615
				791	6.64664059
				792	14.90226122
				793	8.71750286
				794	10.20017037
				795	5.12180037
				796	5.09932501
				797	1.65761318
				798	1.84608618
				799	1.65761318
				800	5.25249671
				801	9.87987665
				802	9.56212694
				803	6.61008850
				804	1.49886615
				805	13.62067033
				806	11.04494070
				807	1.49886615
				808	1.84608618
				809	10.20995470
				810	1.65761318
				811	13.96787829
				812	10.62408047
				813	9.94657269
				814	7.19153916
				815	1.49886615
				816	7.22364423
				817	1.49886615
				818	1.65761318
				819	6.39795395
				820	7.52161036
				821	10.85350719
				822	15.88286089
				823	11.52666849
				824	1.65761318
				825	1.49886615
				826	1.84608618
				827	12.17881554
				828	5.58026924
				829	7.36362721
				830	1.65761318
				831	1.65761318
				832	5.62125155
				833	5.64736299
				834	10.71119592
				835	7.69610568
				836	13.32793941
				837	9.84988297
				838	1.84608618
				839	1.93288165
				840	9.38911990
				841	1.65761318
				842	1.49886615
				843	1.93288165
				844	1.93288165
				845	1.84608618
				846	5.09128480
				847	1.49886615
				848	1.65761318
				849	1.93288165
				850	1.93288165
				851	1.49886615
				852	8.71750286
				853	1.65761318
				854	1.49886615
				855	1.49886615
				856	1.84608618
				857	1.93288165
				858	1.49886615
				859	6.74970357
				860	1.65761318
				861	1.65761318
				862	1.84608618
				863	1.93288165
				864	1.84608618
				865	1.49886615
				866	1.84608618
				867	1.84608618
				868	1.93288165
				869	7.69610568
				870	1.84608618
				871	1.65761318
				872	1.93288165
				873	5.09932501
				874	1.65761318
				875	1.65761318
				876	1.49886615
				877	11.84877221
				878	10.25381151
				879	1.49886615
				880	1.49886615
				881	1.65761318
				882	1.65761318
				883	1.93288165
				884	1.84608618
				885	1.49886615
				886	1.84608618
				887	1.93288165
				888	1.65761318
				889	1.49886615
				890	1.93288165
				891	1.65761318
				892	1.65761318
				893	1.93288165
				894	1.84608618
				895	1.49886615
				896	1.84608618
				897	9.99039048
				898	5.40489451
				899	1.49886615
				900	1.93288165
				901	1.84608618
				902	1.65761318
				903	1.49886615
				904	1.65761318
				905	5.68688086
				906	1.65761318
				907	5.94507454
				908	9.62095522
				909	1.49886615
				910	1.84608618
				911	1.49886615
				912	1.49886615
				913	1.93288165
				914	1.49886615
				915	1.65761318
				916	1.65761318
				917	1.93288165
				918	12.44926126
				919	1.84608618
				920	1.49886615
49	3187.85084685	2.61381479	0.64763540
				1	6.33672663
				2	1.65745172
				3	1.49900528
				4	1.65745172
				5	1.65745172
				6	8.59608787
				7	1.84615687
				8	1.93287564
				9	7.76897001
				10	1.84615687
				11	6.63361441
				12	8.40188447
				13	9.25578193
				14	5.72313013
				15	10.57810591
				16	1.49900528
				17	1.49900528
				18	1.65745172
				19	15.48974531
				20	10.91522966
				21	7.15331527
				22	1.49900528
				23	1.49900528
				24	1.65745172
				25	1.65745172
				26	1.65745172
				27	1.84615687
				28	7.16616639
				29	9.26821169
				30	12.53617980
				31	1.93287564
				32	1.49900528
				33	1.84615687
				34	1.93287564
				35	1.65745172
				36	1.65745172
				37	1.93287564
				38	5.30794868
				39	1.84615687
				40	1.84615687
				41	7.13801089
				42	8.12167685
				43	7.23375586
				44	1.93287564
				45	1.65745172
				46	12.32690539
				47	1.49900528
				48	7.54317610
				49	1.49900528
				50	1.84615687
				51	1.93287564
				52	10.47934819
				53	1.49900528
				54	1.84615687
				55	5.14001730
				56	6.70894675
				57	1.84615687
				58	1.93287564
				59	1.49900528
				60	1.65745172
				61	1.93287564
				62	1.93287564
				63	1.65745172
				64	1.49900528
				65	1.84615687
				66	1.93287564
				67	11.47879583
				68	1.49900528
				69	1.93287564
				70	1.93287564
				71	1.49900528
				72	1.49900528
				73	1.93287564
				74	1.49900528
				75	1.49900528
				76	7.67621277
				77	1.65745172
				78	1.65745172
				79	1.49900528
				80	1.84615687
				81	8.49109461
				82	1.93287564
				83	7.40743800
				84	1.84615687
				85	1.84615687
				86	1.65745172
				87	1.65745172
				88	1.49900528
				89	1.49900528
				90	1.84615687
				91	9.59579857
				92	1.65745172
				93	9.06724286
				94	6.65312238
				95	1.65745172
				96	1.84615687
				97	1.93287564
				98	1.49900528
				99	6.35597011
				100	1.93287564
				101	7.13801089
				102	7.67621277
				103	1.49900528
				104	1.65745172
				105	1.49900528
				106	1.65745172
				107	1.49900528
				108	1.49900528
				109	1.65745172
				110	1.93287564
				111	1.49900528
				112	1.65745172
				113	1.93287564
				114	1.84615687
				115	1.65745172
				116	1.49900528
				117	5.59977614
				118	1.84615687
				119	1.65745172
				120	1.84615687
				121	1.65745172
				122	1.84615687
				123	1.93287564
				124	1.49900528
				125	1.49900528
				126	5.08659708
				127	1.65745172
				128	5.65675562
				129	1.93287564
				130	1.49900528
				131	1.65745172
				132	1.49900528
				133	1.65745172
				134	1.80914074
				135	1.65745172
				136	1.84615687
				137	1.49900528
				138	1.49900528
				139	8.25809151
				140	6.77412192
				141	1.84615687
				142	1.65745172
				143	1.49900528
				144	1.65745172
				145	1.84615687
				146	1.93287564
				147	8.41699418
				148	8.44321218
				149	1.93287564
				150	1.65745172
				151	1.84615687
				152	1.49900528
				153	1.49900528
				154	7.55204944
				155	1.65745172
				156	1.49900528
				157	1.49900528
				158	1.84615687
				159	1.65745172
				160	1.49900528
				161	1.84615687
				162	1.65745172
				163	1.49900528
				164	1.93287564
				165	1.49900528
				166	7.97831536
				167	1.49900528
				168	1.49900528
				169	1.65745172
				170	1.65745172
				171	1.93287564
				172	1.93287564
				173	1.93287564
				174	1.93287564
				175	5.95462260
				176	5.59977614
				177	1.49900528
				178	1.84615687
				179	1.65745172
				180	1.65745172
				181	1.93287564
				182	1.49900528
				183	1.49900528
				184	1.49900528
				185	1.84615687
				186	1.49900528
				187	10.05164750
				188	1.65745172
				189	1.65745172
				190	9.83839576
				191	1.65745172
				192	1.84615687
				193	5.08659708
				194	1.49900528
				195	1.65745172
				196	1.49900528
				197	1.84615687
				198	1.65745172
				199	1.65745172
				200	5.72313013
				201	6.35597011
				202	1.84615687
				203	1.84615687
				204	1.49900528
				205	1.84615687
				206	1.49900528
				207	1.93287564
				208	1.49900528
				209	9.54955597
				210	6.33672663
				211	1.49900528
				212	1.49900528
				213	8.57658140
				214	15.32533070
				215	1.49900528
				216	1.65745172
				217	12.90655416
				218	7.51338284
				219	1.49900528
				220	1.49900528
				221	1.49900528
				222	11.28417980
				223	8.97927430
				224	13.09964632
				225	8.79732575
				226	10.17642382
				227	8.07195507
				228	1.65745172
				229	1.84615687
				230	1.93287564
				231	1.93287564
				232	1.93287564
				233	1.93287564
				234	5.59977614
				235	8.52221903
				236	1.84615687
				237	7.23375586
				238	5.14001730
				239	6.33672663
				240	1.49900528
				241	1.65745172
				242	5.25181345
				243	1.49900528
				244	1.65745172
				245	1.93287564
				246	1.49900528
				247	1.65745172
				248	1.84615687
				249	1.49900528
				250	6.73133813
				251	1.93287564
				252	1.65745172
				253	7.10915165
				254	5.65675562
				255	1.93287564
				256	1.49900528
				257	8.07195507
				258	5.08659708
				259	1.49900528
				260	1.65745172
				261	1.65745172
				262	1.93287564
				263	1.65745172
				264	1.65745172
				265	1.49900528
				266	1.84615687
				267	7.03275748
				268	6.02850105
				269	1.84615687
				270	1.49900528
				271	1.49900528
				272	1.84615687
				273	1.93287564
				274	1.65745172
				275	1.65745172
				276	7.16087245
				277	1.93287564
				278	1.84615687
				279	8.69653815
				280	1.49900528
				281	1.65745172
				282	1.65745172
				283	13.04674956
				284	13.07706645
				285	10.94548119
				286	7.13658176
				287	5.30350412
				288	6.35597011
				289	5.14001730
				290	1.49900528
				291	1.84615687
				292	1.93287564
				293	8.41699418
				294	1.65745172
				295	1.65745172
				296	1.84615687
				297	5.65675562
				298	8.97463754
				299	5.72313013
				300	6.35179333
				301	10.30912711
				302	6.61437847
				303	9.60668211
				304	13.30992022
				305	5.08659708
				306	1.49900528
				307	1.84615687
				308	6.54227001
				309	12.22404533
				310	1.93287564
				311	7.55204944
				312	5.14001730
				313	1.65745172
				314	1.84615687
				315	1.93287564
				316	10.90407891
				317	1.49900528
				318	1.65745172
				319	1.49900528
				320	1.93287564
				321	5.25181345
				322	8.59608787
				323	1.49900528
				324	1.49900528
				325	1.93287564
				326	1.65745172
				327	1.49900528
				328	5.08659708
				329	1.49900528
				330	1.49900528
				331	8.59608787
				332	5.30794868
				333	5.14001730
				334	7.03275748
				335	1.49900528
				336	1.49900528
				337	1.49900528
				338	1.65745172
				339	1.65745172
				340	1.93287564
				341	1.93287564
				342	1.49900528
				343	1.93287564
				344	1.49900528
				345	12.32690539
				346	1.65745172
				347	1.49900528
				348	1.84615687
				349	1.49900528
				350	1.49900528
				351	1.93287564
				352	1.49900528
				353	1.65745172
				354	1.65745172
				355	1.65745172
				356	1.93287564
				357	1.49900528
				358	1.84615687
